zh_TW,zh-CN,en-En,en調整,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
日期,,Date,,,,,,,,,,,,,,"paymentHistory.dateTitle,agentUserPaymentHistoryList.dateTitle,agentOverview.dateTitle,agentProfitSharing.dateTitle,withdrawCategory.dateTitle,agentUserProfitSharingForm.dateTitle,withdrawBank.datePrefix"
審核中,,Under review,,,,,,,,,,,,,,"paymentHistory.statusAudit,paymentHistory.orderStatusWithdrawAudit,paymentHistory.statusFail,paymentHistory.orderStatusDepositAudit,paymentHistory.orderStatusWithdrawHandle,agentUserPaymentHistoryList.orderStatusWithdrawAudit,agentUserPaymentHistoryList.orderStatusFail,agentUserPaymentHistoryList.orderStatusDepositAudit,agentUserPaymentHistoryList.orderStatusWithdrawHandle,accountPaymentManager.statusAudit"
等待,,Pending,,,,,,,,,,,,,,paymentHistory.statusWait
完成,,Completed,,,,,,,,,,,,,,"paymentHistory.statusSuccess,languageSetting.complete,keyboardInputAction.complete"
尚無出入金紀錄,,No deposit or withdrawal record yet,,,,,,,,,,,,,,paymentHistory.historyEmptyTip
獲取資料時發生錯誤,,An error occurred while obtaining information.,,,,,,,,,,,,,,paymentHistory.historyErrorTip
入金成功,,Fund deposited successfully,,,,,,,,,,,,,,"paymentHistory.orderStatusDepositSuccess,agentUserPaymentHistoryList.orderStatusDepositSuccess"
出金成功,,Fund withdrawn successfully,,,,,,,,,,,,,,"paymentHistory.orderStatusWithdrawSuccess,agentUserPaymentHistoryList.orderStatusWithdrawSuccess"
未支付,,Unpaid,,,,,,,,,,,,,,"paymentHistory.orderStatusDepositWaitPay,agentUserPaymentHistoryList.orderStatusDepositWaitPay"
資金退回,,,Funds returned,,,4,,,4,,,5,,,9,"paymentHistory.orderStatusWithdrawReject,agentUserPaymentHistoryList.orderStatusWithdrawReject"
入金金額區間：{unit} {range},,Deposit amount range: {unit} {range},,,,,,,,,,,,,,"withdraw.withdrawPriceRangeTip,paymentBank.paymentPriceRangeTip"
餘額,,Balance,,,,,,,,,,,,,,withdraw.balanceTitle
全部取出,,Withdraw All,,,,,,,,,,,,,,withdraw.withdrawAll
代理-出入金詳情列表,,Agent-List of Deposit and Withdrawal Details,,,,,,,,,,,,,,agentUserPaymentHistoryList.nameDescription
需付保證金,,Margin Required,,,,,,,,,,,,,,"withdrawThirdParty.feeCollectionRulesPopup.depositRequired,futuresTransaction.totalCostPopup.needMargin,futuresTransaction.needMargin"
手續費收取規則,,Transaction Fee Rules,,,,,,,,,,,,,,withdrawThirdParty.feeCollectionRulesPopup.title
提取金額,,Withdraw Amount,,,,,,,,,,,,,,withdrawThirdParty.feeCollectionRulesPopup.withdrawalAmount
關閉,,Closed,,,,,,,,,,,,,,"withdrawThirdParty.feeCollectionRulesPopup.close,accountBlockPopup.closeButton,otherDevicesLoginPopup.closeButton"
相關提示:,,Related tips:,,,,,,,,,,,,,,"withdrawThirdParty.tipTitle,withdrawBank.tipTitle"
客戶出金所指定之帳號，必需是開戶時所指定之出金銀行帳號。,,,The account number specified by the customer for withdrawal must be the account number of the withdrawal bank specified at the time of account opening.,,,33,,,28,,,39,,,63,withdrawThirdParty.tipContent
帳戶餘額,,Account Balance,,,,,,,,,,,,,,withdrawThirdParty.accountBalance
請輸入額度,,Please enter the quota.,,,,,,,,,,,,,,withdrawThirdParty.enterAmount
出金金額最低額度：$,,Minimum withdrawal amount: $,,,,,,,,,,,,,,withdrawThirdParty.minLimitTip
最高單筆出金金額：$,,Maximum single withdrawal amount: $,,,,,,,,,,,,,,withdrawThirdParty.maxLimitTip
需支付手續費金額：$,,Transaction fee to be paid: $,,,,,,,,,,,,,,"withdrawThirdParty.feeTip,depositThirdParty.feeTip"
說明,,Description,,,,,,,,,,,,,,"withdrawThirdParty.description,depositThirdParty.description"
24小時免費出金次數,,Free Withdrawal times within 24 Hours,,,,,,,,,,,,,,withdrawThirdParty.dailyFreeFeeTimes
24小時可出金次數,,Withdrawal times within 24 Hours,,,,,,,,,,,,,,withdrawThirdParty.dailyWithdrawTimes
持倉,,Open Position,Open,,,,,,,,,,,,,"accountTransaction.tabPosition,positionDetail.positionTag,futuresDetail.bottomSheet.accountPosition"
維持保證金,,Maintenance Margin,M. Margin,,,,,,,,,,,,,"accountTransaction.maintenanceMargin,walletAssetsPopup.maintenanceMargin,positionDetail.maintenanceMargin"
實時盈虧,,Real-time Profit or Loss,Real-time Profit/Loss,,,,,,,,,,,,,accountTransaction.dynamicProfitLoss
已平倉,,The position has been closed.,Closed,,,,,,,,,,,,,"accountTransaction.tabHistory,transactionHistoryDetail.orderTag"
開倉價以高到低,,Open Price from High to Low,,,,,,,,,,,,,,accountTransaction.positionSortUp2Down
開倉價以低到高,,Open Price from Low to High,,,,,,,,,,,,,,accountTransaction.positionSortDown2Up
最久開倉時間,,Longest Opening Time,,,,,,,,,,,,,,accountTransaction.positionSortOld2New
最近開倉時間,,Latest Opening Time,,,,,,,,,,,,,,accountTransaction.positionSortNew2Old
時間-上,,Time-up,,,,,,,,,,,,,,accountTransaction.sortTimeUp
時間-下,,Time-down,,,,,,,,,,,,,,accountTransaction.sortTimeDown
開倉價-上,,Open Price-up,,,,,,,,,,,,,,accountTransaction.sortPriceUp
開倉價-下,,Open Price-Down,,,,,,,,,,,,,,accountTransaction.sortPriceDown
模擬帳戶,,Demo Account,,,,,,,,,,,,,,accountTransaction.accountSimulation
真實帳戶,,Real Account,,,,,,,,,,,,,,accountTransaction.accountReal
動態權益,,Dynamic Equity,,,,,,,,,,,,,,accountTransaction.dynamicFunds
保證金水平,,Margin Level,,,,,,,,,,,,,,"accountTransaction.marginLevel,walletAssetsPopup.marginLevel"
開倉,,Open Position,,,,,,,,,,,,,,"positionDetail.openPositionChartTag,agentFundingDetails.openPositionButton"
最新,,Latest,,,,,,,,,,,,,,positionDetail.nowPriceChartTag
當前價格,,Current Price,,,,,,,,,,,,,,"positionDetail.lastPriceTitle,futuresDetail.dataTab.nowPrice,orderDetail.lastPriceTitle"
開盤,,Open,,,,,,,,,,,,,,"positionDetail.openPrice,futuresChartFullScreen.openPrice,futuresChart.openPrice"
方向,,Direction,,,,,,,,,,,,,,"positionDetail.tradingDirection,futuresTransaction.tradingDirection,orderDetail.tradingDirection"
手數,,Quantity of Lots,,,,,,,,,,,,,,"positionDetail.lots,futuresTransaction.lots"
交易時間,,Trading Hours,,,,,,,,,,,,,,positionDetail.createDate
交易綜合費,,Transaction Fees,,,,,,,,,,,,,,"positionDetail.fee,transactionHistoryDetail.fee,futuresTransaction.totalCostPopup.transactionAllFee"
修改,,Modify,,,,,,,,,,,,,,"positionDetail.modifyButton,orderDetail.modifyButton"
未設置,,Not set up,Unset,,,,,,,,,,,,,"positionDetail.stopProfitLossEmpty,positionDetail.trailingStopEmpty,transactionHistoryDetail.stopProfitLossEmpty,transactionHistoryDetail.trailingStopEmpty,orderDetail.stopProfitLossEmpty,orderDetail.trailingStopEmpty,numberInputField.defaultHint"
數量,,Quantity,,,,,,,,,,,,,,"positionDetail.tableLotsTitle,futuresTransaction.marketOrderPopup.lots,futuresTransaction.limitOrderPopup.lots,orderDetail.lotsTitle"
當前價值,,Current Value,,,,,,,,,,,,,,positionDetail.currentPositionValue
平倉手數超過持有手數,,The number of closed lots exceeds lots held.,,,,,,,,,,,,,,positionDetail.closePositionLotsOutRange
確認平倉,,Confirm Closing Position,Confirm to Close,,,,,,,,,,,,,positionDetail.confirmClosePosition
開倉數量,,The number of open positions,Opening quantity,,,,,,,,,,,,,positionDetail.openPositionLots
平倉數量,,The number of closed positions,Closing quantity,,,,,,,,,,,,,positionDetail.closePositionLots
(可輸入數量 {range}),,(Quantity to be entered {range}),,,,,,,,,,,,,,positionDetail.lotsInputTip
"持倉異動, 請重新進入",,Open position has changed. Please re-enter.,,,,,,,,,,,,,,positionDetail.positionChanged
現價,,Current Price,,,,,,,,,,,,,,positionDetail.lastPriceChartTag
讀取中,,Loading,,,,,,,,,,,,,,"positionDetail.marginLoading,positionDetail.maintenanceMarginLoading,positionDetail.feeLoading"
--,,--,,,,,,,,,,,,,,positionDetail.rolloverEmpty
開倉價值,,Open Value,,,,,,,,,,,,,,"positionDetail.openPositionValue,transactionHistoryDetail.openPositionValue"
24h量,,24h Volume,,,,,,,,,,,,,,positionDetail.quantity24h
平倉淨盈虧,,Net Profit/loss on Closing Position,Net realised P/L,,,,,,,,,,,,,transactionHistoryDetail.netProfitLoss
平倉價值,,Closeout Value,,,,,,,,,,,,,,transactionHistoryDetail.closePositionValue
交易保證金,,Trading Margin,,,,,,,,,,,,,,futuresTransaction.totalCostPopup.transactionMargin
合計支付,,Total Payment,,,,,,,,,,,,,,futuresTransaction.totalCostPopup.transactionTotalTitle
總計（元）,,Total Amount (dollar),,,,,,,,,,,,,,futuresTransaction.totalCostPopup.totalValue
建立日期,,Create Date,,,,,,,,,,,,,,"futuresTransaction.marketOrderPopup.createDate,futuresTransaction.limitOrderPopup.createDate"
商品,,Commodity,,,,,,,,,,,,,,"futuresTransaction.marketOrderPopup.futuresNameTitle,futuresTransaction.limitOrderPopup.futuresNameTitle,agentProfitSharing.filterPopup.itemsTitle"
市價,,Market Price,,,,,,,,,,,,,,"futuresTransaction.marketOrderPopup.marketPrice,agentProfitList.typesMarketPrice"
交易模式,,Trade Mode,,,,,,,,,,,,,,futuresTransaction.marketOrderPopup.transactionMode
限價,,Price Limit,,,,,,,,,,,,,,futuresTransaction.limitOrderPopup.limitPrice
市場關閉－僅接受掛單交易,,The market is closed－only orders are accepted.,,,,,,,,,,,,,,"futuresTransaction.marketClose,futuresDetail.marketClose"
止損須在限制範圍內,,Stop loss must be within the limit.,,,,,,,,,,,,,,"futuresTransaction.errorStopLossOutRange,orderModify.errorStopLossOutRange,positionModify.errorStopLossOutRange"
止盈須在限制範圍內,,Take profit must be within the limit.,,,,,,,,,,,,,,"futuresTransaction.errorStopProfitOutRange,orderModify.errorStopProfitOutRange,positionModify.errorStopProfitOutRange"
手數須在限制範圍內,,Trading lots must be within the limit.,,,,,,,,,,,,,,futuresTransaction.errorLotsOutRange
預估虧損,,Projected Loss,,,,,,,,,,,,,,"futuresTransaction.estimateLoss,orderModify.estimateLoss,positionModify.estimateLoss"
預估盈利,,Projected Profit,,,,,,,,,,,,,,"futuresTransaction.estimateProfit,orderModify.estimateProfit,positionModify.estimateProfit"
尚未輸入限價,,You have not entered a price limit.,,,,,,,,,,,,,,futuresTransaction.errorLimitPriceEmpty
限價須在限制範圍內,,The price limit must be within the limit.,,,,,,,,,,,,,,futuresTransaction.errorLimitPriceOutRange
掛單設定成功,,Order set successfully,,,,,,,,,,,,,,futuresTransaction.createLimitOrderSuccess
開倉成功,,Position opened successfully,,,,,,,,,,,,,,futuresTransaction.createMarketOrderSuccess
明細,,Details,,,,,,,,,,,,,,futuresTransaction.transactionAmountDetail
市價單,,Market Order,,,,,,,,,,,,,,futuresTransaction.marketOrderTag
限價單,,Limit Order,,,,,,,,,,,,,,futuresTransaction.limitOrderTag
當價格滿足條件時{action},,When the price meets the conditions {action},{action} When price is,,,,,,,,,,,,,futuresTransaction.limitSelectorTitle
請輸入掛單價格,,Please enter an order price.,,,,,,,,,,,,,,futuresTransaction.limitOrderInputTip
當前僅可接受掛單交易,,Only order transactions are accepted currently.,,,,,,,,,,,,,,futuresTransaction.lockLimitOrderToast
槓桿,,Leverage,,,,,,,,,,,,,,futuresTransaction.lever
交易手數,,Quantity of Lots,,,,,,,,,,,,,,futuresTransaction.transactionLots
價值,,Value,,,,,,,,,,,,,,"futuresTransaction.futuresValuePrefix,orderDetail.currentValueTitle"
確認賣出,,Confirm Sell,,,,,,,,,,,,,,futuresTransaction.confirmSellOut
確認買入,,Confirm Buy,,,,,,,,,,,,,,futuresTransaction.confirmBuyIn
保證金餘額不足,,Insufficient Margin Balance,,,,,,,,,,,,,,futuresTransaction.marginNotEnoughPopup.title
立即入金,,Deposit Now,,,,,,,,,,,,,,futuresTransaction.marginNotEnoughPopup.paymentImmediate
交易數量已達上限,,The transactions have reached the upper limit.,,,,,,,,,,,,,,futuresTransaction.limitReachedPopup.title
"目前交易數量已達上限
無法進行交易，請稍候再試",,"The current transactions have reached the upper limit. 
You are unable to trade. Please try again later.",,,,,,,,,,,,,,futuresTransaction.limitReachedPopup.content
無法切換為{tradeMode}模式,,Unable to switch to {tradeMark} mode,,,,,,,,,,,,,,futuresTransaction.descriptionBevelConfirmPopup.title
需要無倉位、無當前持倉。才能夠切換，請立即前往倉位進行平倉,,Switching is allowed when there is no open or current positions.  Please close all the positions immediately.,,,,,,,,,,,,,,futuresTransaction.descriptionBevelConfirmPopup.content
前往倉位,,Go to Position,,,,,,,,,,,,,,futuresTransaction.descriptionBevelConfirmPopup.confirmText
目前持倉數量,,Current Open Position ,,,,,,,,,,,,,,futuresTransaction.currentPositionQty
設置追蹤止損距離,,Set trailing stop-loss distance,,,,,,,,,,,,,,"futuresTransaction.trailingStopSubtitle,orderModify.trailingStopSubtitle,positionModify.trailingStopSubtitle"
預計盈虧,,Projected Profit/Loss,Estimated P/L,,,,,,,,,,,,,"futuresTransaction.estimateProfitLoss,orderModify.estimateProfitLoss,positionModify.estimateProfitLoss"
查看持倉,,View positions,,,,,,,,,,,,,,futuresTransaction.createOrderResultPopup.checkPosition
查看掛單,,View order,,,,,,,,,,,,,,futuresTransaction.createOrderResultPopup.checkAccountOrder
繼續交易,,Continue Trading,,,,,,,,,,,,,,futuresTransaction.createOrderResultPopup.continueTrading
持倉量已達到上限,,Your open position has reached the upper limit.,,,,,,,,,,,,,,futuresTransaction.maxPositionPopup.title
"目前持倉量已達上限
無法進行交易",,Your current open position has reached the upper limit. You are unable to trade.,,,,,,,,,,,,,,futuresTransaction.maxPositionPopup.content
您所輸入的止盈價格無效,,The take profit price you entered is invalid.,Invalid entry for take profit price,,,,,,,,,,,,,"futuresTransaction.stopProfitError,orderModify.stopProfitError,positionModify.stopProfitError"
您所輸入的止損價格無效,,The stop loss price you entered is invalid.,Invalid entry for stop loss price,,,,,,,,,,,,,"futuresTransaction.stopLossError,orderModify.stopLossError,positionModify.stopLossError"
有效的追蹤止損距離為：{min}-{max}點,,The valid trailing stop distance is: {min}-{max} points.,,,,,,,,,,,,,,"futuresTransaction.trailingStopRangeHint,orderModify.trailingStopRangeHint,positionModify.trailingStopRangeHint"
追蹤止損須在限制範圍內,,Trailing stop must be within the limit.,,,,,,,,,,,,,,"futuresTransaction.errorTrailingStopOutRange,orderModify.errorTrailingStopOutRange,positionModify.errorTrailingStopOutRange"
全倉模式,,Cross Leverage,,,,,,,,,,,,,,"tradeModePopup.contentTitle1,futuresDetail.fullWarehouse"
倉位模式,,Position Mode,,,,,,,,,,,,,,tradeModePopup.title
調整倉位模式僅對當前交易訂單生效。,,Adjustment to the position mode is only effective for the current trading order.,,,,,,,,,,,,,,tradeModePopup.titleHint
什麼是全倉和逐倉模式？,,What are the cross margin mode and isolated margin mode?,,,,,,,,,,,,,,tradeModePopup.subTitle
逐倉模式,,Isolated Margin Mode,,,,,,,,,,,,,,tradeModePopup.contentTitle2
在全倉下保證金，賬戶裡所有可用餘額都可以充當擔保資產，維持保證金要求以避免被強制平倉。如果強制平倉，全部相對應的可用餘額可能會損失。,,"Under cross margin mode, all the available balance in your account can be used as collateral to meet the maintenance margin required to avoid forced liquidation. If positions are liquidated, all the corresponding available balances may be lost.",,,,,,,,,,,,,,tradeModePopup.contentDescription1
在逐倉保證金下，一定數量保證金被分配到倉位上，可手動調整倉位保證金。如果倉位保證金虧損到低於維持保證金水平，倉位將會被強平。在強制平倉的狀況下，您可能會損失起始保證金和加入到此倉位的追加保證金。,,"Under isolated margin mode, a certain amount of margin is allocated to the position, and the margin can be adjusted manually. Open positions will be liquidated if the position margin is below the maintenance margin level. In the case of forced liquidation, you may lose the initial margin and the additional margin added to this position.",,,,,,,,,,,,,,tradeModePopup.contentDescription2
確定,,Confirm,,,,,,,,,,,,,,tradeModePopup.button
新增推薦碼,,Add Referral Code,,,,,,,,,,,,,,"accountData.referralAddButton,referralCodeBind.addButton,editAgentReferralCode.addReferralCodeTitle"
無,,None,,,,,,,,,,,,,,"accountData.referralCodeHint,futuresAlert.enterPriceHint"
驗證Email,,Verify Email,,,,,,,,,,,,,,"accountData.emailVerifyButton,emailBind.appBarTitle"
尚未設定,,Not set up yet,,,,,,,,,,,,,,"accountData.phoneHint,accountData.emailHint"
手機號碼,,Mobile Number,,,,,,,,,,,,,,accountData.phoneTitle
驗證手機,,Verify Mobile Number,,,,,,,,,,,,,,accountData.phoneVerifyButton
Email,,Email,,,,,,,,,,,,,,"accountData.emailTitle,forgotPassword.email"
真實姓名,,Real Name,,,,,,,,,,,,,,"applyAgent.realName,accountIdentifyData.actualNameTitle,personalVerify.realNameTitle"
申請成功,,Application Successful,,,,,,,,,,,,,,applyAgent.applySuccess
申請審核預計會需要,,An application for review takes,,,,,,,,,,,,,,applyAgent.daysAuditingExpectedHintPart1
3~5,,3~5,,,,,,,,,,,,,,applyAgent.daysAuditingExpectedHintPart2
"個工作天。
申請通過後，將會主動通知，就可以使用 APP 內的代理前台來邀請用戶並開始交易。",,"
working days. You will be notified after the application is approved. Then you can use the agent front desk in the APP to invite users and start trading.",,,,50,,,43,,,60,,,96,applyAgent.daysAuditingExpectedHintPart3
回到個人設定,,Return to Personal Settings,,,,,,,,,,,,,,applyAgent.backPersonalSettingsButton
申請完成,,Application Completed,,,,,,,,,,,,,,applyAgent.applicationCompleteTitle
送出申請,,Send Application,,,,,,,,,,,,,,applyAgent.sendApplyButton
聯絡電話,,Contact Number,,,,,,,,,,,,,,applyAgent.contactPhoneTitle
請輸入聯絡電話,,Please enter your contact number.,,,,,,,,,,,,,,applyAgent.enterContactPhoneHint
微信,,WeChat,,,,,,,,,,,,,,applyAgent.wechatTitle
請輸入微信,,Please enter your WeChat.,,,,,,,,,,,,,,applyAgent.wechatHint
Line ID,,Line ID,,,,,,,,,,,,,,applyAgent.lineIdTitle
請輸入Line ID,,Please enter your Line ID.,,,,,,,,,,,,,,applyAgent.lineIdHint
立刻申請成為代理,,Apply now to become an agent,,,,,,,,,,,,,,applyAgent.applyAgentImmediatelyButton
授權夥伴與我們共享成功果實。前端服務品質至關重要，因此我們只會與夥伴合作完成此項任務。,,"Our partners are authorized to share the fruits of success with us. The quality of front-end service is very important, so we will only work with our partners to complete this task.",,,,,,,,,,,,,,applyAgent.applyAgentTip
可以在短邊推測,,You can speculat on the short side,,,,,,,,,,,,,,applyAgent.medalTitle1
獲得更多收益,,to gain more profits,,,,,,,,,,,,,,applyAgent.medalTitle2
降低風險,,and reduce risk.,,,,,,,,,,,,,,applyAgent.medalTitle3
代理條件,,Terms of Agency,,,,,,,,,,,,,,"agentSetting.agentCondition,agentCondition.appBarTitle"
代理資金明細,,Agency Funds Details,,,,,,,,,,,,,,agentSetting.agentPaymentDetail
全部,,All,,,,,,,,,,,,,,"achievementsLevel.filter.typesAll,agentProfitList.typesAll"
未完成,,Unfinished,,,,,,,,,,,,,,achievementsLevel.filter.typesUndone
未領取,,Unclaimed,,,,,,,,,,,,,,achievementsLevel.filter.typesNotReceived
已領取,,Received,,,,,,,,,,,,,,"achievementsLevel.filter.typesReceived,achievementsLevelList.typesReceived"
成就獎勵領取僅限「真實賬戶」交易行為,,Achievement rewards are only available for transactions in real accounts.,,,,,,,,,,,,,,"achievementsLevel.rewardTip,referralCodeShare.headerTip"
尚無成就任務,,No achievement tasks yet,,,,,,,,,,,,,,achievementsLevel.emptyTip
一鍵領\n取獎勵,,Click to Receive \n Rewards,,,,,,,,,,,,,,"achievementsLevel.pickUpAllButton,dailyMission.pickUpAllButton"
無可領取獎勵,,No rewards available,,,,,,,,,,,,,,"achievementsLevel.noRewardAvailable,dailyMission.noRewardAvailable"
領取獎勵失敗,,Failed to claim rewards,,,,,,,,,,,,,,"achievementsLevel.rewardFailed,dailyMission.rewardFailed"
前往交易,,Trade Now,,,,,,,,,,,,,,achievementsLevel.goTradeButton
可使用獎勵,,Rewards Available,,,,,,,,,,,,,,award.tabAvailable
歷史獎勵,,Reward History,,,,,,,,,,,,,,award.tabHistory
獎勵來源,,Source of Rewards,,,,,,,,,,,,,,awardList.source
領取時間,,Collection Time,,,,,,,,,,,,,,awardList.pickUpTime
使用期限,,Validity Period,,,,,,,,,,,,,,awardList.expiryDate
使用時間,,Time of Usage,,,,,,,,,,,,,,awardList.usageTime
已使用,,Used,,,,,,,,,,,,,,awardList.used
已逾期,,Overdue,,,,,,,,,,,,,,awardList.expired
永久使用,,Permanent Use,,,,,,,,,,,,,,awardList.useForever
推薦朋友 共同獲利,,Recommend friends to make profits together.,,,,,,,,,,,,,,referralCodeShare.shareFriendTitle
交易越多賺越多，推薦好友投資，即可獲得獎勵唷,,"The more you trade, the more you earn. If you recommend a friend to invest, you can get rewards.",,,,,,,,,,,,,,referralCodeShare.shareFriendSubtitle
發送連結邀請,,Send Invitation Link,,,,,,,,,,,,,,referralCodeShare.sendInviteLink
社群分享,,Community Sharing,,,,,,,,,,,,,,referralCodeShare.communityShareTitle
已複製至剪貼板,,Copied to Clipboard,,,,,,,,,,,,,,"referralCodeShare.copyToClipboardSuccess,copyButton.copyToClipboardSuccess"
語言,,Language,,,,,,,,,,,,,,"setting.languageTitle,languageSetting.appBarTitle"
系統,,System,,,,,,,,,,,,,,"setting.languageDefault,languageSetting.localeDefault"
漲跌顏色,,Color of Ups and Downs,,,,,,,,,,,,,,setting.upDownColorTitle
通知設定,,Notification Settings,,,,,,,,,,,,,,setting.notifySettingTitle
檢查更新,,Check for Updates,,,,,,,,,,,,,,setting.checkUpdateTitle
當前版本,,Current Version,,,,,,,,,,,,,,setting.currentVersionTitle
清理緩存,,Clear Cache,,,,,,,,,,,,,,setting.clearCacheTitle
清除快取失敗,,Failed to clear cache,,,,,,,,,,,,,,setting.errorClearCacheFail
綠漲紅跌,,Green Up and Red Down,,,,,,,,,,,,,,"setting.upGreenDownRed,upDownColorSetting.upGreenDownRed"
紅漲綠跌,,Red Up and Green Down,,,,,,,,,,,,,,"setting.upRedDownGreen,upDownColorSetting.upRedDownGreen"
已是最新版本,,It is the latest version.,,,,,,,,,,,,,,setting.versionIsNewest
已清理 {size} MB,,Cleared {size} MB,,,,,,,,,,,,,,setting.clearCacheToast
尚無緩存需要清理,,No cache to clear yet,,,,,,,,,,,,,,setting.noCacheNeedClean
刪除,,Delete,,,,,,,,,,,,,,"futuresCustomEdit.delete,agentReferralCodeList.descriptionPopup.deleteButton,agentReferralCodeFunctionPopup.deleteButton"
自選編輯,,Optional Editing,,,,,,,,,,,,,,futuresCustomEdit.appBarTitle
變更成功,,Successful Change,,,,,,,,,,,,,,futuresCustomEdit.changeSuccess
拖動,,Drag,,,,,,,,,,,,,,futuresCustomEdit.drag
創建價格提醒,,Create Price Reminder,,,,,,,,,,,,,,futuresAlert.appBarTitle
當,,Remind me,,,,,,,,,,,,,,futuresAlert.titleTip
達到以下價格時提醒我,,when the following prices are reached.,,,,,,,,,,,,,,futuresAlert.alertWhenPrice
提醒列表,,Reminder List,,,,,,,,,,,,,,futuresAlert.alertList
創建提醒成功,,Reminder created successfully,,,,,,,,,,,,,,futuresAlert.createSuccess
已成功刪除提醒,,Reminder deleted successfully,,,,,,,,,,,,,,futuresAlert.removeSuccess
設置提醒,,Set reminders,,,,,,,,,,,,,,futuresAlert.setReminder
我的委託,,My Order,,,,,,,,,,,,,,futuresDetail.bottomSheet.header
尚無掛單,,No order yet,,,,,,,,,,,,,,"futuresDetail.bottomSheet.orderEmptyTip,orders.emptyTip"
價格漲跌幅,,Price Rise and Fall,Price change,,,,,,,,,,,,,futuresDetail.dataTab.priceChangeRate
5分鐘,,5 Minutes,,,,,,,,,,,,,,futuresDetail.dataTab.minute5
1小時,,1 Hour,,,,,,,,,,,,,,"futuresDetail.dataTab.hour1,futuresChart.chartHour1"
今日,,Today,,,,,,,,,,,,,,futuresDetail.dataTab.today
價格變化區間,,Price Range,,,,,,,,,,,,,,futuresDetail.dataTab.priceChangeValue
最低價,,Lowest Price,,,,,,,,,,,,,,futuresDetail.dataTab.lowPrice
最高價,,Highest Price,,,,,,,,,,,,,,futuresDetail.dataTab.highPrice
成交量,,Volume,,,,,,,,,,,,,,"futuresDetail.dataTab.volume,futuresChart.volume"
展開,,Expand,,,,,,,,,,,,,,"futuresDetail.recentTransactionUnfoldLabel,futuresContract.tableValueUnfold"
已加入個人自訂品種,,A custom variety has been added.,,,,,,,,,,,,,,"futuresDetail.addFavoriteSuccess,futuresChartFullScreen.addFavoriteSuccess"
已移除個人自訂品種,,A custom variety has been removed.,,,,,,,,,,,,,,"futuresDetail.removeFavoriteSuccess,futuresChartFullScreen.removeFavoriteSuccess"
委買量,,Purchase Volume,,,,,,,,,,,,,,futuresDetail.buyInVolume
委賣量,,Commission Volume,,,,,,,,,,,,,,futuresDetail.sellOutVolume
縮起,,Shrink up,,,,,,,,,,,,,,futuresDetail.recentTransactionFoldLabel
行情,,Quotes,Market,,,,,,,,,,,,,futuresDetail.tabChart
數據,,Data,,,,,,,,,,,,,,futuresDetail.tabData
詳情,,Details,,,,,,,,,,,,,,futuresDetail.tabContract
交易中,,Trading,,,,,,,,,,,,,,futuresDetail.inTradingTime
僅接受掛單,,Only orders are accepted.,,,,,,,,,,,,,,futuresDetail.onlyLimitOrder
"此交易為全倉交易，虧損金額會超過保證金金額。

當持續虧損導致賬戶達到強平線時，其他訂單將會被陸續強平，賬戶資金將全部虧損！

建議您設定止盈和止損價格，能夠更有效率的控制資金情況！",,"This is a cross leverage transaction, and the loss amount can exceed the margin amount. 

When continuous losses cause the account to reach the liquidation line, other orders will be liquidated one after another, and all the account funds will be lost! 

It is recommended that you set take profit and stop loss prices to control the funds more efficiently!",,,,,,,,,,,,,,futuresDetail.fullWarehouseTipContent
全倉模式說明,,Cross Leverage Description,,,,,,,,,,,,,,futuresDetail.fullWarehouseTipTitle
變更最愛列表成功,,Favorite list changed successfully,,,,,,,,,,,,,,futuresSearch.changeFavoriteSuccess
品種,,Products,,,,,,,,,,,,,,futuresSearch.futuresType
添加,,Add,,,,,,,,,,,,,,futuresSearch.add
查無相關品種,,No related varieties found,,,,,,,,,,,,,,futuresSearch.searchEmptyTip
暫無公告,,No announcement for the moment,,,,,,,,,,,,,,announcement.emptyDataTip
暫無資料,,No information available for the moment,,,,,,,,,,,,,,"qa.emptyTip,agentProfitSharing.emptyTip,agentReferralCode.emptyTip,agentTransactionSettingList.emptyTip,agentReferralCodeList.emptyTip,agentProfitSharingSearch.emptyTip,agentReferralCodeSearch.emptyTip,editAgentReferralCode.emptyTip,agentUserProfitSharingFormList.emptyTip,agentProfitList.emptyTip"
無法找到想要的解答？,,Can't find the answer you want?,,,,,,,,,,,,,,qa.noFindQaTip1
請聯絡我們,,Please contact us.,,,,,,,,,,,,,,qa.noFindQaTip2
更多,,More,,,,,,,,,,,,,,"agentOverview.more,futuresChart.more"
優惠,,Offer,,,,,,,,,,,,,,"agentOverview.discountTitle,agentProfitSharing.discountTitle,agentUserProfitSharingForm.filterPopup.discountTitle,agentUserProfitSharingFormList.headerDiscount,agentProfitList.typesDiscount,agentCondition.discountTitle"
工資,,Wage,,,,,,,,,,,,,,"agentOverview.salaryTitle,agentProfitSharing.salaryTitle,agentProfitList.typesSalary"
總分潤,,Total Revenue Share,,,,,,,,,,,,,,"agentOverview.totalGruntTitle,agentUserProfitSharingForm.filterPopup.totalGruntTitle,agentUserProfitSharingFormList.headerTotalGrunt"
用戶分潤報表,,User Revenue Share Report,,,,,,,,,,,,,,"agentOverview.userPointsTitle,agentUserProfitSharingForm.appBarTitle"
