zh_TW,zh-CN,en-En,en調整,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
未領取分潤,,Unclaimed Revenue Share,,,,,,,,,,,,,,agentOverview.unableReceiveGumTitle
取出分潤,,Take Out Revenue Share,,,,,,,,,,,,,,agentOverview.takeProfitButton
分潤概況,,Revenue Share Overview,,,,,,,,,,,,,,agentOverview.summaryOverviewTitle
分潤細節篩選器,,Revenue Share Details Filter,,,,,,,,,,,,,,agentProfitSharing.filterPopup.title
分潤,,Revenue Share,,,,,,,,,,,,,,agentProfitSharing.filterPopup.profitTitle
用戶,,User,,,,,,,,,,,,,,"agentProfitSharing.filterPopup.userTitle,agentUserProfitSharingFormList.headerUser"
請選擇用戶,,Please select a user.,,,,,,,,,,,,,,agentProfitSharing.filterPopup.selectUserButtonHint
請選擇商品,,Please select a product.,,,,,,,,,,,,,,"agentProfitSharing.filterPopup.selectItemsButtonHint,agentTransactionSetting.filterItemsButtonHint"
註冊時間,,Registration Date,,,,,,,,,,,,,,"agentProfitSharing.registrationTimeButton,agentUser.filterPopup.registrationTime,agentUser.registrationTimeButton"
下級用戶清單篩選,,Basic User List Filter,,,,,,,,,,,,,,agentUser.filterPopup.title
請選擇推薦碼,,Please select a referral code.,,,,,,,,,,,,,,agentUser.filterPopup.selectRecommendedCode
下級用戶清單,,Basic User List,,,,,,,,,,,,,,agentUser.appBarTitle
暫無用戶資料,,No user information available for the moment,,,,,,,,,,,,,,"agentUser.emptyTip,agentUserSearch.emptyTip,agentUserProfitSharingForm.emptyTip"
輸入推薦碼,,Enter Referral Code,,,,,,,,,,,,,,referralCodeBind.appBarTitle
請輸入推薦碼,,Please enter a referral code.,,,,,,,,,,,,,,referralCodeBind.inputHint
"推薦碼將會影響您的帳號獎勵
以及交易費用的相關折扣。
輸入後將無法更改，請確認代
理或朋友提供給您的推薦碼是
否正確再輸入。",,"The referral code will affect your account rewards and related discounts on transaction fees. It cannot be changed after entering, so please enter it after confirming whether the referral code provided to you by an agent or friend is correct. ",,,,,,,,,,,,,,referralCodeBind.descriptionText
請選擇品種,,Please select a variety.,,,,,,,,,,,,,,agentTransactionSetting.filterVarietyButtonHint
請先登入,,Please log in.,,,,,,,,,,,,,,"common.loginFirst,requestError.noAuth"
聯匯,,Linked Exchange Rate System,,,,,,,,,,,,,,common.appName
模擬交易下無法使用此功能,,This function cannot be used when performing demo transactions.,,,,,,,,,,,,,,common.notInSimulated
確認,,Confirm,,,,,,,,,,,,,,"common.confirm,receiveAwardPopup.confirmButton,listScrollSheet.confirmButton"
功能關閉中,,Function is off.,,,,,,,,,,,,,,common.futureClosed
$,,$,,,,,,,,,,,,,,common.priceUnit
手,,lot,,,,,,,,,,,,,,common.lotsUnit
X,,X,,,,,,,,,,,,,,common.leverUnit
登出,,Log out,,,,,,,,,,,,,,common.logout
止損,,Stop Loss,,,,,,,,,,,,,,common.stopLoss
止盈,,Take Profit,,,,,,,,,,,,,,common.stopProfit
追蹤止損,,Trailing Stop,,,,,,,,,,,,,,"common.trailingStop,positionModify.trailingStopTitle"
請先綁定手機,,,Please connect your phone first,,,7,,,6,,,8,,,13,common.bindPhoneFirst
品項,,Item,,,,,,,,,,,,,,"agentConditionFuturesList.ItemsTitle,addAgentReferralCodePopup.itemsTitle"
代理條件-交易點差及手續費範圍列表,,Terms of Agency-List of Spread and Transaction Fee Limit,,,,,,,,,,,,,,agentConditionFuturesList.nameDescription
交易品項,,Trading Items,,,,,,,,,,,,,,agentFundingDetails.filterPopup.tradingProductTitle
請選擇交易品項,,Please select a trading item.,,,,,,,,,,,,,,agentFundingDetails.filterPopup.tradingProductButtonHint
請選擇交易方向,,Please select a trading direction.,,,,,,,,,,,,,,agentFundingDetails.filterPopup.tradingDirectionButtonHint
請選擇槓桿設定,,Please select leverage settings.,,,,,,,,,,,,,,agentFundingDetails.filterPopup.leverageSettingButtonHint
持倉篩選器,,Position Filter,,,,,,,,,,,,,,agentFundingDetails.filterPopup.positionPopupTitle
開倉篩選器,,Open Position Filter,,,,,,,,,,,,,,agentFundingDetails.filterPopup.openingPopupTitle
平倉篩選器,,Closing Filter,,,,,,,,,,,,,,agentFundingDetails.filterPopup.closingPopupTitle
目前持倉,,Current Open Position,,,,,,,,,,,,,,agentFundingDetails.currentPositionButton
撤銷,,Cancel,,,,,,,,,,,,,,"orders.cancelButton,orderDetail.cancelButton"
確定撤單?,,Are you sure you want to cancel the order?,,,,,,,,,,,,,,orders.cancelConfirm
掛單價,,Order Price,,,,,,,,,,,,,,orders.orderPrice
銀行轉帳,,Bank Transfer,,,,,,,,,,,,,,"withdrawCategory.auditMethodBankTitle,withdrawBank.appBarTitle,paymentBank.appBarTitle,paymentMethod.bankTitle"
請選擇出金方法,,Please select a withdrawal method.,,,,,,,,,,,,,,withdrawCategory.appBarTitle
"24 小時內出金次數已達上限
請於 24 小時後再次提交申請。",,"The withdrawal limits within 24 hours have reached the upper limit. 
Please submit your application again after 24 hours.",,,,,,,,,,,,,,withdrawCategory.withdrawLimitTip
"目前不是出金時間
請於以下時段再次申請出金",,"It's not the time for withdrawing funds now. 
Please apply for withdrawal again during the following periods.",,,,,,,,,,,,,,withdrawCategory.notWithdrawTimeTip
出金方式,,Withdrawal Method,,,,,,,,,,,,,,withdrawCategory.bankMethodTitle
其餘出金方式,,Other Withdrawal Methods,,,,,,,,,,,,,,withdrawCategory.otherMethodTitle
如欲申請資產出金，請切換回用戶模式進行申請。,,"If you want to apply for funds withdrawal, please switch back to user mode to apply.",,,,,,,,,,,,,,withdrawCategory.agentModeTip
如欲申請其他出金方式，請前往,,"If you want to apply for other withdrawal methods, please go to ",,,,,,,,,,,,,,withdrawCategory.userModeTip.part1
帳戶管理,,Account Management,,,,,,,,,,,,,,withdrawCategory.userModeTip.part2
進行申請。,,to make an application.,,,,,,,,,,,,,,withdrawCategory.userModeTip.part3
審核中的出金申請,,Withdrawal Application under Review,,,,,,,,,,,,,,withdrawCategory.auditListTitle
"
您沒有任何出金帳戶，請前往申請出金帳戶並認證後，再次申請出金。",,,"You do not have any withdrawal account, please go to apply for a withdrawal account and verify it, and try withdrawal again.",,,36,,,31,,,43,,,69,withdrawCategory.methodEmptyTip
前往申請出金帳戶,,Apply for a Withdrawal Account,,,,,,,,,,,,,,withdrawCategory.methodEmptyButton
請選擇出金方式,,Please select a withdrawal method.,,,,,,,,,,,,,,withdrawCategory.categorySelectedDefault
下一步,,Next Step,,,,,,,,,,,,,,"withdrawCategory.nextStep,depositCategory.nextStep"
"無綁定帳戶, 不可選擇",,No accounts are bound to be selected.,,,,,,,,,,,,,,withdrawCategory.statusNoBindPayment
無可使用帳戶,,No account available,,,,,,,,,,,,,,withdrawCategory.statusNoAvailablePayment
每週,,Every week,,,,,,,,,,,,,,withdrawCategory.weekInterval.prefix
一,,Monday,,,,,,,,,,,,,,withdrawCategory.weekInterval.week1
二,,Tuesday,,,,,,,,,,,,,,withdrawCategory.weekInterval.week2
三,,Wednesday,,,,,,,,,,,,,,withdrawCategory.weekInterval.week3
四,,Thursday,,,,,,,,,,,,,,withdrawCategory.weekInterval.week4
五,,Friday,,,,,,,,,,,,,,withdrawCategory.weekInterval.week5
六,,Saturday,,,,,,,,,,,,,,withdrawCategory.weekInterval.week6
日,,Sunday,,,,,,,,,,,,,,withdrawCategory.weekInterval.week7
{start}至{end},,{start} to {end},,,,,,,,,,,,,,withdrawCategory.weekInterval.weekRange
{start}-{end},,{start}-{end},,,,,,,,,,,,,,withdrawCategory.weekInterval.timeRange
"當前出金通道關閉中
無法出金",,,Withdrawal channel is closed. Please try later.,,,15,,,13,,,18,,,29,withdrawCategory.noWithdrawCategory.title
"可能原因如下:
1.出金通道因每日出金到達上限無法再次出金
2.系統維護中",,"The possible reasons are as follows: 
1. Funds cannot be withdrawn through the withdrawal channel again due to the daily withdrawal amount reaching the upper limit. 
2. System is under maintenance.",,,,,,,,,,,,,,withdrawCategory.noWithdrawCategory.content
刪除推薦碼,,Delete Referral Code,,,,,,,,,,,,,,agentReferralCodeList.descriptionPopup.deleteTitle
"刪除該推薦碼，將會導致已經發出去的連結可能會失效。
已使用該推薦碼註冊的用戶則不會受到影響。

確定要刪除推薦碼嗎？",,"Deleting the referral code will cause the link that has been sent out to be invalid. 
Users who have registered with the referral code will not be affected. 

Are you sure you want to delete the referral code?",,,,,,,,,,,,,,agentReferralCodeList.descriptionPopup.contentText
註冊,,Register,,,,,,,,,,,,,,"agentReferralCodeList.registerTitle,signUp.registerButton,signUpNavigation.registerButton"
開戶,,Open an Account,,,,,,,,,,,,,,agentReferralCodeList.openAccountTitle
已複製推薦碼連結,,Referral Link Cpied,,,,,,,,,,,,,,agentReferralCodeList.recommendedCodeLinkToast
交易日期,,Trade Date,,,,,,,,,,,,,,orderDetail.createDate
取消掛單成功,,Order cancelled successfully,,,,,,,,,,,,,,orderDetail.cancelOrderSuccess
"委託異動, 請重新進入",,Your order changed. Please re-enter.,,,,,,,,,,,,,,orderDetail.orderChanged
{unit}的{name}價格,,{name} Price of {unit},,,,,,,,,,,,,,futuresContract.title
週數,,Weeks,,,,,,,,,,,,,,futuresContract.tradeTimeWeekend
{start} - 隔日{end},,{start}-The next day {end},,,,,,,,,,,,,,futuresContract.tradeTimeIntervalOutDay
{start} - {end},,{start} - {end},,,,,,,,,,,,,,futuresContract.tradeTimeIntervalSameDay
單筆交易數量,,Quantity of Transactions,Volume Per Trade,,,,,,,,,,,,,futuresContract.transactionLotsTitle
{min}-{max} {unit},,{min}-{max} {unit},,,,,,,,,,,,,,futuresContract.transactionLotsValue
當前槓桿,,Current Leverage,,,,,,,,,,,,,,futuresContract.currentLever
下單可調節,,Orders are adjustable.,,,,,,,,,,,,,,futuresContract.currentLeverValueTip
契約規模,,Contract Size,,,,,,,,,,,,,,futuresContract.contractSize
最大總持倉數量,,Maximum Open Position,,,,,,,,,,,,,,futuresContract.maxPositionTitle
收取時間,,Collection Time,,,,,,,,,,,,,,futuresContract.rolloverTime
交易時段,,Trading Hours,Trading Session,,,,,,,,,,,,,futuresContract.transactionTimeTitle
當前時段,,Current Period,Current Session,,,,,,,,,,,,,futuresContract.transactionTimeCurrent
下個時段,,Next Period,Next Session,,,,,,,,,,,,,futuresContract.transactionTimeNext
查看更多時段,,View more periods,View more session,,,,,,,,,,,,,futuresContract.viewAllTransactionTime
"(匯率波動較大時, 將會進行調整)",,(Adjustments will be made with greater fluctuations in exchange rates. ),,,,,,,,,,,,,,futuresContract.exchangeRateTip
折疊,,Fold,,,,,,,,,,,,,,futuresContract.tableValueFold
無限制,,,Unrestricted,,,3,,,3,,,4,,,6,futuresContract.noLimit
您確定要放棄修改嗎？,,Are you sure you want to abandon the modification?,,,,,,,,,,,,,,"orderModify.cancelModify,positionModify.cancelModify,chartBollSetting.cancelModify,chartKdjSetting.cancelModify,chartMacdSetting.cancelModify,chartMaSetting.cancelModify,chartRsiSetting.cancelModify,chartWrSetting.cancelModify"
設置止損價格,,Set stop-loss price,,,,,,,,,,,,,,"orderModify.stopLossSubtitle,positionModify.stopLossSubtitle"
設置止盈價格,,Set take-profit price,,,,,,,,,,,,,,"orderModify.stopProfitSubtitle,positionModify.stopProfitSubtitle"
修改掛單,,Modify Order,,,,,,,,,,,,,,orderModify.appBarTitle
請輸入您的掛單價格,,Please enter your order price.,,,,,,,,,,,,,,orderModify.accountOrderInputHint
掛單價格須在限制範圍內,,The pending order price must be within the limit.,,,,,,,,,,,,,,orderModify.errorLimitPriceOutRange
BOLL,,BOLL,,,,,,,,,,,,,,"futuresChart.indicatorBoll,chartBollSetting.appBarTitle,chartSetting.indicatorBoll"
KDJ,,KDJ,,,,,,,,,,,,,,"futuresChart.indicatorKdj,chartKdjSetting.appBarTitle,chartSetting.indicatorKdj"
MACD,,MACD,,,,,,,,,,,,,,"futuresChart.indicatorMacd,chartMacdSetting.appBarTitle,chartSetting.indicatorMacd"
MA,,MA,,,,,,,,,,,,,,"futuresChart.indicatorMa,chartMaSetting.appBarTitle,chartMaSetting.indexMa,chartSetting.indicatorMa"
RSI,,RSI,,,,,,,,,,,,,,"futuresChart.indicatorRsi,chartRsiSetting.appBarTitle,chartRsiSetting.indexRsi,chartSetting.indicatorRsi"
WR,,WR,,,,,,,,,,,,,,"futuresChart.indicatorWr,chartWrSetting.appBarTitle,chartWrSetting.indexWr,chartSetting.indicatorWr"
收盤,,Close,,,,,,,,,,,,,,futuresChart.closePrice
漲跌值,,Volatility Value,,,,,,,,,,,,,,futuresChart.changeValue
加載失敗,,Loading Failed,,,,,,,,,,,,,,futuresChart.loadFailTitle
無法獲取到資料,,You are unable to obtain information.,,,,,,,,,,,,,,futuresChart.loadFailContent
1分,,1 Minute,1m,,,,,,,,,,,,,futuresChart.chartMinute1
5分,,5 Minutes,5m,,,,,,,,,,,,,futuresChart.chartMinute5
15分,,15 Minutes,15m,,,,,,,,,,,,,futuresChart.chartMinute15
30分,,30 Minutes,30m,,,,,,,,,,,,,futuresChart.chartMinute30
周線,,5 MA,,,,,,,,,,,,,,futuresChart.chartWeek1
月線,,20 MA,,,,,,,,,,,,,,futuresChart.chartMonth1
日線,,1 MA,,,,,,,,,,,,,,futuresChart.chartDay
調整保證金,,Adjust Margin,,,,,,,,,,,,,,"adjustmentMarginDescriptionPopup.title,positionModify.adjustMargin"
我知道了,,I got it.,,,,,,,,,,,,,,"adjustmentMarginDescriptionPopup.button,receiveAwardPopup.know"
您可為該持倉追加保證金,,,You can increase the margin on this open position.,,,12,,,11,,,15,,,24,adjustmentMarginDescriptionPopup.content1
追加保證金，將獲得更安全的,,,"If you increase the margin, you will get safer",,,15,,,13,,,18,,,29,adjustmentMarginDescriptionPopup.content2
"提醒：
調整保證金，僅改變持倉風險，不影響訂單交易總額和訂單盈虧。",,Reminder: adjustment to margin only changes position risk but does not affect the total amount of transaction orders and the profit or loss of orders.,,,,,,,,,,,,,,adjustmentMarginDescriptionPopup.tip
輸入分潤細節搜尋條件,,Enter search criteria for revenue share details,,,,,,,,,,,,,,agentProfitSharingSearch.enterDetailSearchHint
請輸入搜尋條件,,Please enter search criteria.,,,,,,,,,,,,,,"agentProfitSharingSearch.pleaseEnterSearchHint,agentUserSearch.pleaseEnterSearchHint,agentReferralCodeSearch.pleaseEnterSearchHint,agentTransactionSettingSearch.pleaseEnterSearchHint,agentFundingDetailsSearch.pleaseEnterSearchHint"
輸入下級用戶清單搜尋條件,,Enter search criteria for basic user list,,,,,,,,,,,,,,agentUserSearch.enterDetailSearchHint
搜尋結果,,Search Results,,,,,,,,,,,,,,agentUserSearch.searchResultsTitle
輸入推薦碼搜尋條件,,Enter search criteria for referral code,,,,,,,,,,,,,,agentReferralCodeSearch.enterDetailSearchHint
請選擇動作,,Please select an action.,,,,,,,,,,,,,,agentReferralCodeFunctionPopup.actionsTitle
查看清單,,View List,,,,,,,,,,,,,,agentReferralCodeFunctionPopup.actionsViewListButton
編輯,,Edit,,,,,,,,,,,,,,agentReferralCodeFunctionPopup.editButton
請輸入戶名,,Please enter your account name.,,,,,,,,,,,,,,editAgentReferralCode.enterNameHint
編輯推薦碼,,Edit Referral Code,,,,,,,,,,,,,,editAgentReferralCode.editReferralCodeTitle
新增成功,,Added successfully,,,,,,,,,,,,,,editAgentReferralCode.addSuccess
名稱,,Name,,,,,,,,,,,,,,editAgentReferralCode.nameTitle
備註,,Notes,,,,,,,,,,,,,,editAgentReferralCode.remarkTitle
請輸入備註,,Please enter notes.,,,,,,,,,,,,,,editAgentReferralCode.enterNoteHint
儲存,,Save,,,,,,,,,,,,,,"addAgentReferralCodePopup.confirmButton,chartBollSetting.modifyButton,chartKdjSetting.modifyButton,chartMacdSetting.modifyButton,chartMaSetting.modifyButton,chartRsiSetting.modifyButton,chartWrSetting.modifyButton"
尚有資料未填寫,,Information not yet completed,,,,,,,,,,,,,,addAgentReferralCodePopup.emptyTip
編輯點差及手續費,,Edit Spread and Transaction Fee,,,,,,,,,,,,,,addAgentReferralCodePopup.editReferralCodeTitle
新增點差及手續費,,Add Spread and Transaction Fee,,,,,,,,,,,,,,addAgentReferralCodePopup.addReferralCodeTitle
類別,,Category,,,,,,,,,,,,,,addAgentReferralCodePopup.categoryTitle
請選擇類別,,Please select a category.,,,,,,,,,,,,,,addAgentReferralCodePopup.categoryButtonHint
請選擇品項,,Please select an item.,,,,,,,,,,,,,,addAgentReferralCodePopup.itemsButtonHint
代號,,Symbol,,,,,,,,,,,,,,addAgentReferralCodePopup.codeNumberTitle
請輸入代號,,Please enter a symbol.,,,,,,,,,,,,,,addAgentReferralCodePopup.codeButtonHint
調整點差,,Adjust Spread,,,,,,,,,,,,,,addAgentReferralCodePopup.adjustmentSpreadTitle
調整手續費,,Adjust Transaction Fee,,,,,,,,,,,,,,addAgentReferralCodePopup.adjustmentFeeTitle
超出手續費範圍,,Beyond transaction fee limit,,,,,,,,,,,,,,addAgentReferralCodePopup.beyondFeeRangeTip
超出點差範圍,,Beyond spread limit,,,,,,,,,,,,,,addAgentReferralCodePopup.overnightRangeTip
輸入交易設定搜尋條件,,Enter search criteria for trading settings,,,,,,,,,,,,,,agentTransactionSettingSearch.enterDetailSearchHint
用戶分潤篩選器,,User Revenue Share Filter,,,,,,,,,,,,,,agentUserProfitSharingForm.filterPopup.popupTitle
輸入搜尋條件,,Enter search criteria,,,,,,,,,,,,,,agentFundingDetailsSearch.enterDetailSearchHint
代理條件頁,,Terms of Agency Page,,,,,,,,,,,,,,agentCondition.nameDescription
入金返利,,Deposit Rebate,,,,,,,,,,,,,,agentCondition.rebateTitle
交易手數返利,,Rebate on Trading Lots,,,,,,,,,,,,,,agentCondition.transactionHandTitle
最低工資,,Minimum Wage,,,,,,,,,,,,,,agentCondition.minimumWageTitle
最低工資獲得條件,,Conditions for Obtaining the Minimum Wage,,,,,,,,,,,,,,agentCondition.minimumWageConditionsTitle
交易點差及手續費範圍,,Spread and Transaction Fee Limit,,,,,,,,,,,,,,agentCondition.tradingSpreadsHandlingTitle
當前非交易時段,,Not in trading hours,,,,,,,,,,,,,,"positionModify.errorNotTradingTime,requestError.notTradingTime"
該品項暫時無法交易,,This item is unavailable for the moment.,,,,,,,,,,,,,,"positionModify.errorFuturesNotTradingTime,requestError.quotaUpdateOutTime"
修改持倉單,,Modify Position Order,,,,,,,,,,,,,,positionModify.appBarTitle
部份單號平倉失敗!,,Failed to close some orders!,,,,,,,,,,,,,,positionModify.closeMultiPositionPartialFailTitle
查無此單號,,This order number is not found.,This order no is not found.,,,,,,,,,,,,,positionModify.errorClosePositionFindNoSerial
未知錯誤({code}),,Unknown Error ({code}),,,,,,,,,,,,,,positionModify.errorGeneralCode
調整後預估強平價,,Projected Forced Parity after Adjustment,,,,,,,,,,,,,,positionModify.adjustedLiquidationPrice
追加,,Add,,,,,,,,,,,,,,positionModify.append
最多可追加,,Maximum to be added,,,,,,,,,,,,,,positionModify.mostAppend
請輸入金額,,Please enter an amount.,,,,,,,,,,,,,,"positionModify.adjustMarginHint,paymentBank.paymentPriceTitle"
請輸入{min}元以上金額,,Please enter an amount above {min} dollars.,,,,,,,,,,,,,,"positionModify.adjustMarginInputMinHint,depositThirdParty.inputMinHint"
請輸入{max}元以下金額,,Please enter an amount below {max} dollars.,,,,,,,,,,,,,,"positionModify.adjustMarginInputMaxHint,depositThirdParty.inputMaxHint"
調整保證金須在限制範圍內,,The adjustment to the margin must be within the limit.,,,,,,,,,,,,,,positionModify.errorMarginCallOutRange
指標,,Index,,,,,,,,,,,,,,"chartBollSetting.index,chartKdjSetting.index,chartMacdSetting.index"
默認設置,,Default Settings,,,,,,,,,,,,,,"chartBollSetting.defaultSetting,chartKdjSetting.defaultSetting,chartMacdSetting.defaultSetting,chartMaSetting.defaultSetting,chartRsiSetting.defaultSetting,chartWrSetting.defaultSetting"
UP,,UP,,,,,,,,,,,,,,chartBollSetting.indexUp
DN,,DN,,,,,,,,,,,,,,chartBollSetting.indexDn
MB,,MB,,,,,,,,,,,,,,chartBollSetting.indexMb
時間週期,,Cycle,,,,,,,,,,,,,,"chartBollSetting.timePeriod,chartMacdSetting.timePeriod"
帶寬,,Bandwidth,,,,,,,,,,,,,,chartBollSetting.bandWidth
K,,K,,,,,,,,,,,,,,chartKdjSetting.indexK
D,,D,,,,,,,,,,,,,,chartKdjSetting.indexD
J,,J,,,,,,,,,,,,,,chartKdjSetting.indexJ
計算週期,,Calculate Cycle,,,,,,,,,,,,,,chartKdjSetting.calculatePeriod
移動平均週期1,,Moving Average Cycle 1,,,,,,,,,,,,,,chartKdjSetting.maPeriod1
移動平均週期2,,Moving Average Cycle 2,,,,,,,,,,,,,,chartKdjSetting.maPeriod2
DIF,,DIF,,,,,,,,,,,,,,chartMacdSetting.indexDif
DEA,,DEA,,,,,,,,,,,,,,chartMacdSetting.indexDea
短週期,,Short Cycle,,,,,,,,,,,,,,chartMacdSetting.shortPeriod
長週期,,Long Cycle,,,,,,,,,,,,,,chartMacdSetting.longPeriod
週期,,Cycle,,,,,,,,,,,,,,"chartRsiSetting.period,chartWrSetting.period"
圖表類型,,Type of Chart,,,,,,,,,,,,,,"chartTypeSetting.appBarTitle,chartSetting.chartType"
蠟燭圖,,Candlestick Chart,,,,,,,,,,,,,,chartTypeSetting.kLineChart
分時圖,,Time-sharing Chart,,,,,,,,,,,,,,chartTypeSetting.lineIndexChart
下級用戶專用,,Only for Basic User,,,,,,,,,,,,,,agentReferralCodeUsers.appBarTitle
提交申請中,,Submitting Application,,,,,,,,,,,,,,withdrawBank.withdrawRequestSending
提交出金申請,,Submit Withdrawal Application,,,,,,,,,,,,,,withdrawBank.withdrawButton
"客戶出金所指定之帳號，必需是開戶時所指定之出金銀行帳號。
電子交易系統之線上出金申請時間為每個營業日上午8：00~14：00",,"The account number specified by the customer for withdrawal must be the account number of the withdrawal bank specified at the time of account opening. 
The online withdrawal application time of the electronic trading system is from 8:00 am to 14:00 am on each business day.",,,,,,,,,,,,,,withdrawBank.tipContent
出金申請完成,,Withdrawal Application Completed,,,,,,,,,,,,,,withdrawBank.completeTitle
"審核預計會需要 3-5 個工作天。
通過後，您將會收到資金轉帳通知。",,"The review application is expected to take 3-5 working days. 
After approval, you will receive a notification of the fund transfer.",,,,,,,,,,,,,,withdrawBank.completeContent
已完成申請,,Application Completed,,,,,,,,,,,,,,withdrawBank.completeButton
額度,,Limit,,,,,,,,,,,,,,withdrawBank.pricePrefix
出金帳戶設定,,Withdrawal Account Settings,,,,,,,,,,,,,,"accountPaymentManager.appBarTitle,bankAccountDetail.appBarTitle,accountManager.withdrawalAccountSettings"
"您目前沒有任何出金帳戶，請按下方或
右上角「+」按鈕新增後
進行審核。",,"You do not have any withdrawal account currently. Please click the ""+"" button below or the one in the upper right corner to add an account for review.",,,,38,,,33,,,46,,,74,accountPaymentManager.emptyTip
新增出金帳戶,,Add Withdrawal Account,,,,,,,,,,,,,,accountPaymentManager.addBankAccount
可使用,,,Enable,,,3,,,3,,,4,,,6,accountPaymentManager.statusSuccess
未過審,,Not approved,,,,,,,,,,,,,,accountPaymentManager.statusFail
目前無出金方式，如要新增出金帳戶，請,,"There is no withdrawal method currently. If you want to add a new withdrawal account, please",,,,,,,,,,,,,,accountPaymentManager.paymentCategoryEmptyPopup.noPaymentTip
聯繫客服人員,,contact customer support,,,,,,,,,,,,,,accountPaymentManager.paymentCategoryEmptyPopup.contactCustomerService
獲取交易帳戶中,,Getting Trading Account,,,,,,,,,,,,,,paymentBank.gettingTransferAccount
PAY,,PAY,,,,,,,,,,,,,,"paymentBank.payTag,depositThirdParty.payTag,depositChannel.payTag"
立即入金享受交易,,Deposit now to enjoy the trading.,,,,,,,,,,,,,,"paymentBank.confirmPaymentButton,depositThirdParty.confirmPaymentButton,paymentCreditCard.confirmValueGetUrlButton"
最低{value},,Minimum {value},,,,,,,,,,,,,,paymentBank.paymentRangeOnlyMin
{min}-{max},,{min}-{max},,,,,,,,,,,,,,paymentBank.paymentRangeMinMax
重要提醒,,Important Reminder,,,,,,,,,,,,,,"paymentBank.remindTitle,depositCheck.title"
"請使用本人的帳戶轉帳
帳戶有效期限為 24 小時
轉帳金額務必一致
請勿重複轉帳",,"Please transfer funds through your own account. 
The account is valid for 24 hours. 
The transfer amount must be consistent. 
Please do not make duplicate transfers.",,,,,,,,,,,,,,paymentBank.remindTip
獲得轉帳資訊 去轉帳,,Get transfer information to transfer funds.,,,,,,,,,,,,,,"paymentBank.toTransferButton,depositCheck.button"
我已瞭解上述資訊,,I already understand the above information.,,,,,,,,,,,,,,"paymentBank.learnInfoReady,depositCheck.checkTip"
入金金額,,Deposit Amount,,,,,,,,,,,,,,paymentBank.transferAccountTitle
請於,,Please,,,,,,,,,,,,,,paymentBank.transferCompleteContent1
完成轉帳,,complete the transfer by,,,,,,,,,,,,,,paymentBank.transferCompleteContent2
收款銀行及代碼,,Receiving Bank and Code,,,,,,,,,,,,,,paymentBank.transferBankAndCode
收款帳戶,,Receiving Account,,,,,,,,,,,,,,paymentBank.transferBankAccount
已完成轉帳,,Transfer Completed,,,,,,,,,,,,,,paymentBank.completeButton
"注意事項：
轉帳金額與申請金額不一致，則無法轉帳成功。
超過有效期限，則無法轉帳成功。
請不要重複匯款。",,"Note: 
The transfer cannot be successful if the transfer amount is inconsistent with the amount in the application. 
The transfer cannot be successful if the order expires. 
Please do not make duplicate remittances.",,,,,,,,,,,,,,paymentBank.transferDescriptionTip
"溫馨提示:如遇入金問題，
請第一時間聯繫",,"Friendly Reminder: In case of deposit problems, please contact",,,,,,,,,,,,,,paymentBank.paymentValueTip1
在線客服,,the online customer service promptly.,,,,,,,,,,,,,,"paymentBank.paymentValueTip2,depositThirdParty.tip2"
"客服人員會協助您迅速入金。
服務宗旨:秉承「用戶至上」真誠「
用心為您服務」。",,"The customer support agents will help you deposit funds quickly. 
Service tenet: we sincerely “serve you with all our hearts” with our motto “client first.” ",,,,,,,,,,,,,,paymentBank.paymentValueTip3
輸入驗證碼,,Enter the verification code,,,,,,,,,,,,,,"emailBind.captchaHint,forgotPassword.enterCaptchaHint,changePassword.captchaHint"
立即驗證,,Verify Now,,,,,,,,,,,,,,"emailBind.verifyImmediately,phoneBind.confirmButton"
請輸入信箱,,Please enter your email address.,,,,,,,,,,,,,,emailBind.emailHint
已成功驗證信箱,,Email address verified successfully,,,,,,,,,,,,,,emailBind.bindEmailSuccess
使用者驗證資料,,User Verification Data,,,,,,,,,,,,,,accountIdentifyData.appBarTitle
英文姓名,,English Name,,,,,,,,,,,,,,"accountIdentifyData.englishNameTitle,personalVerify.englishNameTitle"
地址,,Address,,,,,,,,,,,,,,"accountIdentifyData.addressTitle,personalVerify.addressTitle"
職業,,Occupation,,,,,,,,,,,,,,accountIdentifyData.professionTitle
就業狀態,,Employment Status,,,,,,,,,,,,,,"accountIdentifyData.employmentTitle,personalVerify.employmentStatusTitle"
交易經驗,,Experience in Trading,,,,,,,,,,,,,,"accountIdentifyData.transactionExperienceTitle,personalVerify.tradingExperienceTitle"
開戶原因,,Reason for Opening Account,,,,,,,,,,,,,,"accountIdentifyData.reasonsOpeningAccountTitle,personalVerify.accountOpeningReasonTitle"
收入,,Income,,,,,,,,,,,,,,"accountIdentifyData.incomeTitle,personalVerify.incomeRangeTitle"
總財富,,Gross Wealth,,,,,,,,,,,,,,"accountIdentifyData.totalWealthTitle,personalVerify.totalPossessionsTitle"
收入與財富來源,,Sources of Income and Wealth,,,,,,,,,,,,,,"accountIdentifyData.incomeWealthSourceTitle,personalVerify.sourceIncomeTitle"
手持證件照,,Handheld Photo ID,,,,,,,,,,,,,,accountIdentifyData.handleIdCardTitle
