zh_TW,zh-CN,en-EN,英文字數,建議字數,th-TH,泰文字數,建議字數,jp-JP,日文字數,建議字數,kr-KR,韓文字數,建議字數,vn-VN,越文字數,建議字數,jsonKey
開倉價-下,,,,,,,,,,,,,,,,,accountTransaction.sortPriceDown
模擬帳戶,,,,,,,,,,,,,,,,,accountTransaction.accountSimulation
真實帳戶,,,,,,,,,,,,,,,,,accountTransaction.accountReal
動態權益,,,,,,,,,,,,,,,,,accountTransaction.dynamicFunds
保證金水平,,,,,,,,,,,,,,,,,"accountTransaction.marginLevel,walletAssetsPopup.marginLevel"
展開,,,,,,,,,,,,,,,,,"futuresContract.tableValueUnfold,futuresDetail.recentTransactionUnfoldLabel"
{unit}的{name}價格,,,,,,,,,,,,,,,,,futuresContract.title
週數,,,,,,,,,,,,,,,,,futuresContract.tradeTimeWeekend
{start} - 隔日{end},,,,,,,,,,,,,,,,,futuresContract.tradeTimeIntervalOutDay
{start} - {end},,,,,,,,,,,,,,,,,futuresContract.tradeTimeIntervalSameDay
單筆交易數量,,,,,,,,,,,,,,,,,futuresContract.transactionLotsTitle
{min}-{max} {unit},,,,,,,,,,,,,,,,,futuresContract.transactionLotsValue
當前槓桿,,,,,,,,,,,,,,,,,futuresContract.currentLever
下單可調節,,,,,,,,,,,,,,,,,futuresContract.currentLeverValueTip
合約大小,,,,,,,,,,,,,,,,,futuresContract.contractSize
最大總持倉數量,,,,,,,,,,,,,,,,,futuresContract.maxPositionTitle
收取時間,,,,,,,,,,,,,,,,,futuresContract.rolloverTime
交易時段,,,,,,,,,,,,,,,,,futuresContract.transactionTimeTitle
當前時段,,,,,,,,,,,,,,,,,futuresContract.transactionTimeCurrent
下個時段,,,,,,,,,,,,,,,,,futuresContract.transactionTimeNext
查看更多時段,,,,,,,,,,,,,,,,,futuresContract.viewAllTransactionTime
"(匯率波動較大時, 將會進行調整)",,,,,,,,,,,,,,,,,futuresContract.exchangeRateTip
折疊,,,,,,,,,,,,,,,,,futuresContract.tableValueFold
平倉淨盈虧,,,,,,,,,,,,,,,,,transactionHistoryDetail.netProfitLoss
平倉價值,,,,,,,,,,,,,,,,,transactionHistoryDetail.closePositionValue
新增推薦碼,,,,,,,,,,,,,,,,,"accountData.referralAddButton,editAgentReferralCode.addReferralCodeTitle,referralCodeBind.addButton"
無,,,,,,,,,,,,,,,,,"accountData.referralCodeHint,futuresAlert.enterPriceHint"
驗證Email,,,,,,,,,,,,,,,,,"accountData.emailVerifyButton,emailBind.appBarTitle"
尚未設定,,,,,,,,,,,,,,,,,"accountData.phoneHint,accountData.emailHint"
手機號碼,,,,,,,,,,,,,,,,,accountData.phoneTitle
驗證手機,,,,,,,,,,,,,,,,,accountData.phoneVerifyButton
Email,,,,,,,,,,,,,,,,,accountData.emailTitle
真實姓名,,,,,,,,,,,,,,,,,"applyAgent.realName,accountIdentifyData.actualNameTitle,personalVerify.realNameTitle"
申請成功,,,,,,,,,,,,,,,,,applyAgent.applySuccess
申請審核預計會需要,,,,,,,,,,,,,,,,,applyAgent.daysAuditingExpectedHintPart1
3~5,,,,,,,,,,,,,,,,,applyAgent.daysAuditingExpectedHintPart2
"個工作天。
申請通過後，將會主動通知，就可以使用 APP 內的代理前台來邀請用戶並開始交易。",,,,,,,,,,,,,,,,,applyAgent.daysAuditingExpectedHintPart3
回到個人設定,,,,,,,,,,,,,,,,,applyAgent.backPersonalSettingsButton
申請完成,,,,,,,,,,,,,,,,,applyAgent.applicationCompleteTitle
送出申請,,,,,,,,,,,,,,,,,applyAgent.sendApplyButton
聯絡電話,,,,,,,,,,,,,,,,,applyAgent.contactPhoneTitle
請輸入聯絡電話,,,,,,,,,,,,,,,,,applyAgent.enterContactPhoneHint
微信,,,,,,,,,,,,,,,,,applyAgent.wechatTitle
請輸入微信,,,,,,,,,,,,,,,,,applyAgent.wechatHint
Line ID,,,,,,,,,,,,,,,,,applyAgent.lineIdTitle
請輸入Line ID,,,,,,,,,,,,,,,,,applyAgent.lineIdHint
立刻申請成為代理,,,,,,,,,,,,,,,,,applyAgent.applyAgentImmediatelyButton
授權夥伴與我們共享成功果實。前端服務品質至關重要，因此我們只會與夥伴合作完成此項任務。,,,,,,,,,,,,,,,,,applyAgent.applyAgentTip
可以在短邊推測,,,,,,,,,,,,,,,,,applyAgent.medalTitle1
獲得更多收益,,,,,,,,,,,,,,,,,applyAgent.medalTitle2
降低風險,,,,,,,,,,,,,,,,,applyAgent.medalTitle3
代理條件,,,,,,,,,,,,,,,,,"agentSetting.agentCondition,agentCondition.appBarTitle"
代理資金明細,,,,,,,,,,,,,,,,,agentSetting.agentPaymentDetail
全部,,,,,,,,,,,,,,,,,"achievementsLevel.filter.typesAll,agentProfitList.typesAll"
未完成,,,,,,,,,,,,,,,,,achievementsLevel.filter.typesUndone
未領取,,,,,,,,,,,,,,,,,achievementsLevel.filter.typesNotReceived
已領取,,,,,,,,,,,,,,,,,"achievementsLevel.filter.typesReceived,achievementsLevelList.typesReceived"
成就獎勵領取僅限「真實賬戶」交易行為,,,,,,,,,,,,,,,,,"achievementsLevel.rewardTip,referralCodeShare.headerTip"
尚無成就任務,,,,,,,,,,,,,,,,,achievementsLevel.emptyTip
一鍵領\n取獎勵,,,,,,,,,,,,,,,,,"achievementsLevel.pickUpAllButton,dailyMission.pickUpAllButton"
無可領取獎勵,,,,,,,,,,,,,,,,,"achievementsLevel.noRewardAvailable,dailyMission.noRewardAvailable"
領取獎勵失敗,,,,,,,,,,,,,,,,,"achievementsLevel.rewardFailed,dailyMission.rewardFailed"
前往交易,,,,,,,,,,,,,,,,,achievementsLevel.goTradeButton
可使用獎勵,,,,,,,,,,,,,,,,,award.tabAvailable
歷史獎勵,,,,,,,,,,,,,,,,,award.tabHistory
獎勵來源,,,,,,,,,,,,,,,,,awardList.source
領取時間,,,,,,,,,,,,,,,,,awardList.pickUpTime
使用期限,,,,,,,,,,,,,,,,,awardList.expiryDate
使用時間,,,,,,,,,,,,,,,,,awardList.usageTime
已使用,,,,,,,,,,,,,,,,,awardList.used
已逾期,,,,,,,,,,,,,,,,,awardList.expired
永久使用,,,,,,,,,,,,,,,,,awardList.useForever
推薦朋友 共同獲利,,,,,,,,,,,,,,,,,referralCodeShare.shareFriendTitle
交易越多賺越多，推薦好友投資，即可獲得獎勵唷,,,,,,,,,,,,,,,,,referralCodeShare.shareFriendSubtitle
發送連結邀請,,,,,,,,,,,,,,,,,referralCodeShare.sendInviteLink
社群分享,,,,,,,,,,,,,,,,,referralCodeShare.communityShareTitle
已複製至剪貼板,,,,,,,,,,,,,,,,,"referralCodeShare.copyToClipboardSuccess,copyButton.copyToClipboardSuccess"
語言,,,,,,,,,,,,,,,,,"setting.languageTitle,languageSetting.appBarTitle"
系統,,,,,,,,,,,,,,,,,"setting.languageDefault,languageSetting.localeDefault"
漲跌顏色,,,,,,,,,,,,,,,,,setting.upDownColorTitle
通知設定,,,,,,,,,,,,,,,,,setting.notifySettingTitle
檢查更新,,,,,,,,,,,,,,,,,setting.checkUpdateTitle
當前版本,,,,,,,,,,,,,,,,,setting.currentVersionTitle
清理緩存,,,,,,,,,,,,,,,,,setting.clearCacheTitle
清除快取失敗,,,,,,,,,,,,,,,,,setting.errorClearCacheFail
綠漲紅跌,,,,,,,,,,,,,,,,,"setting.upGreenDownRed,upDownColorSetting.upGreenDownRed"
紅漲綠跌,,,,,,,,,,,,,,,,,"setting.upRedDownGreen,upDownColorSetting.upRedDownGreen"
已是最新版本,,,,,,,,,,,,,,,,,setting.versionIsNewest
已清理 {size} MB,,,,,,,,,,,,,,,,,setting.clearCacheToast
尚無緩存需要清理,,,,,,,,,,,,,,,,,setting.noCacheNeedClean
刪除,,,,,,,,,,,,,,,,,"futuresCustomEdit.delete,agentReferralCodeList.descriptionPopup.deleteButton,agentReferralCodeFunctionPopup.deleteButton"
自選編輯,,,,,,,,,,,,,,,,,futuresCustomEdit.appBarTitle
變更成功,,,,,,,,,,,,,,,,,futuresCustomEdit.changeSuccess
拖動,,,,,,,,,,,,,,,,,futuresCustomEdit.drag
創建價格提醒,,,,,,,,,,,,,,,,,futuresAlert.appBarTitle
當,,,,,,,,,,,,,,,,,futuresAlert.titleTip
達到以下價格時提醒我,,,,,,,,,,,,,,,,,futuresAlert.alertWhenPrice
提醒列表,,,,,,,,,,,,,,,,,futuresAlert.alertList
創建提醒成功,,,,,,,,,,,,,,,,,futuresAlert.createSuccess
已成功刪除提醒,,,,,,,,,,,,,,,,,futuresAlert.removeSuccess
我的委託,,,,,,,,,,,,,,,,,futuresDetail.bottomSheet.header
尚無持倉,,,,,,,,,,,,,,,,,"futuresDetail.bottomSheet.positionEmptyTip,futuresDetail.bottomSheet.orderEmptyTip,agentFundingPositions.emptyTip"
價格漲跌幅,,,,,,,,,,,,,,,,,futuresDetail.dataTab.priceChangeRate
5分鐘,,,,,,,,,,,,,,,,,futuresDetail.dataTab.minute5
1小時,,,,,,,,,,,,,,,,,"futuresDetail.dataTab.hour1,futuresChart.chartHour1"
今日,,,,,,,,,,,,,,,,,futuresDetail.dataTab.today
價格變化區間,,,,,,,,,,,,,,,,,futuresDetail.dataTab.priceChangeValue
最低價,,,,,,,,,,,,,,,,,futuresDetail.dataTab.lowPrice
最高價,,,,,,,,,,,,,,,,,futuresDetail.dataTab.highPrice
成交量,,,,,,,,,,,,,,,,,"futuresDetail.dataTab.volume,futuresChart.volume"
已加入個人自訂品種,,,,,,,,,,,,,,,,,"futuresDetail.addFavoriteSuccess,futuresChartFullScreen.addFavoriteSuccess"
已移除個人自訂品種,,,,,,,,,,,,,,,,,"futuresDetail.removeFavoriteSuccess,futuresChartFullScreen.removeFavoriteSuccess"
委買量,,,,,,,,,,,,,,,,,futuresDetail.buyInVolume
委賣量,,,,,,,,,,,,,,,,,futuresDetail.sellOutVolume
縮起,,,,,,,,,,,,,,,,,futuresDetail.recentTransactionFoldLabel
市場關閉－僅接受掛單交易,,,,,,,,,,,,,,,,,"futuresDetail.marketClose,futuresTransaction.marketClose"
行情,,,,,,,,,,,,,,,,,futuresDetail.tabChart
數據,,,,,,,,,,,,,,,,,futuresDetail.tabData
詳情,,,,,,,,,,,,,,,,,futuresDetail.tabContract
交易中,,,,,,,,,,,,,,,,,futuresDetail.inTradingTime
僅接受掛單,,,,,,,,,,,,,,,,,futuresDetail.onlyLimitOrder
全倉模式,,,,,,,,,,,,,,,,,"futuresDetail.fullWarehouse,tradeModePopup.contentTitle1"
"此交易為全倉交易，虧損金額會超過保證金金額。

當持續虧損導致賬戶達到強平線時，其他訂單將會被陸續強平，賬戶資金將全部虧損！

建議您設定止盈和止損價格，能夠更有效率的控制資金情況！",,,,,,,,,,,,,,,,,futuresDetail.fullWarehouseTipContent
全倉模式說明,,,,,,,,,,,,,,,,,futuresDetail.fullWarehouseTipTitle
變更最愛列表成功,,,,,,,,,,,,,,,,,futuresSearch.changeFavoriteSuccess
品種,,,,,,,,,,,,,,,,,futuresSearch.futuresType
添加,,,,,,,,,,,,,,,,,futuresSearch.add
查無相關品種,,,,,,,,,,,,,,,,,futuresSearch.searchEmptyTip
建立日期,,,,,,,,,,,,,,,,,"futuresTransaction.marketOrderPopup.createDate,futuresTransaction.limitOrderPopup.createDate"
商品,,,,,,,,,,,,,,,,,"futuresTransaction.marketOrderPopup.futuresNameTitle,futuresTransaction.limitOrderPopup.futuresNameTitle,agentProfitSharing.filterPopup.itemsTitle"
市價,,,,,,,,,,,,,,,,,"futuresTransaction.marketOrderPopup.marketPrice,agentProfitList.typesMarketPrice"
交易模式,,,,,,,,,,,,,,,,,futuresTransaction.marketOrderPopup.transactionMode
限價,,,,,,,,,,,,,,,,,futuresTransaction.limitOrderPopup.limitPrice
交易保證金,,,,,,,,,,,,,,,,,futuresTransaction.totalCostPopup.transactionMargin
合計支付,,,,,,,,,,,,,,,,,futuresTransaction.totalCostPopup.transactionTotalTitle
需付保證金,,,,,,,,,,,,,,,,,"futuresTransaction.totalCostPopup.needMargin,futuresTransaction.needMargin,withdrawThirdParty.feeCollectionRulesPopup.depositRequired"
總計（元）,,,,,,,,,,,,,,,,,futuresTransaction.totalCostPopup.totalValue
止損須在限制範圍內,,,,,,,,,,,,,,,,,"futuresTransaction.errorStopLossOutRange,positionModify.errorStopLossOutRange,orderModify.errorStopLossOutRange"
止盈須在限制範圍內,,,,,,,,,,,,,,,,,"futuresTransaction.errorStopProfitOutRange,positionModify.errorStopProfitOutRange,orderModify.errorStopProfitOutRange"
手數須在限制範圍內,,,,,,,,,,,,,,,,,futuresTransaction.errorLotsOutRange
預估虧損,,,,,,,,,,,,,,,,,"futuresTransaction.estimateLoss,positionModify.estimateLoss,orderModify.estimateLoss"
預估盈利,,,,,,,,,,,,,,,,,"futuresTransaction.estimateProfit,positionModify.estimateProfit,orderModify.estimateProfit"
尚未輸入限價,,,,,,,,,,,,,,,,,futuresTransaction.errorLimitPriceEmpty
限價須在限制範圍內,,,,,,,,,,,,,,,,,futuresTransaction.errorLimitPriceOutRange
掛單設定成功,,,,,,,,,,,,,,,,,futuresTransaction.createLimitOrderSuccess
開倉成功,,,,,,,,,,,,,,,,,futuresTransaction.createMarketOrderSuccess
明細,,,,,,,,,,,,,,,,,futuresTransaction.transactionAmountDetail
市價單,,,,,,,,,,,,,,,,,futuresTransaction.marketOrderTag
限價單,,,,,,,,,,,,,,,,,futuresTransaction.limitOrderTag
當價格滿足條件時{action},,,,,,,,,,,,,,,,,futuresTransaction.limitSelectorTitle
請輸入掛單價格,,,,,,,,,,,,,,,,,futuresTransaction.limitOrderInputTip
當前僅可接受掛單交易,,,,,,,,,,,,,,,,,futuresTransaction.lockLimitOrderToast
槓桿,,,,,,,,,,,,,,,,,futuresTransaction.lever
交易手數,,,,,,,,,,,,,,,,,futuresTransaction.transactionLots
價值,,,,,,,,,,,,,,,,,"futuresTransaction.futuresValuePrefix,orderDetail.currentValueTitle"
確認賣出,,,,,,,,,,,,,,,,,futuresTransaction.confirmSellOut
確認買入,,,,,,,,,,,,,,,,,futuresTransaction.confirmBuyIn
保證金餘額不足,,,,,,,,,,,,,,,,,futuresTransaction.marginNotEnoughPopup.title
立即入金,,,,,,,,,,,,,,,,,futuresTransaction.marginNotEnoughPopup.paymentImmediate
交易數量已達上限,,,,,,,,,,,,,,,,,futuresTransaction.limitReachedPopup.title
"目前交易數量已達上限
無法進行交易，請稍候再試",,,,,,,,,,,,,,,,,futuresTransaction.limitReachedPopup.content
無法切換為{tradeMode}模式,,,,,,,,,,,,,,,,,futuresTransaction.descriptionBevelConfirmPopup.title
需要無倉位、無當前持倉。才能夠切換，請立即前往倉位進行平倉,,,,,,,,,,,,,,,,,futuresTransaction.descriptionBevelConfirmPopup.content
前往倉位,,,,,,,,,,,,,,,,,futuresTransaction.descriptionBevelConfirmPopup.confirmText
目前持倉數量,,,,,,,,,,,,,,,,,futuresTransaction.currentPositionQty
設置追蹤止損距離,,,,,,,,,,,,,,,,,"futuresTransaction.trailingStopSubtitle,positionModify.trailingStopSubtitle,orderModify.trailingStopSubtitle"
預計盈虧,,,,,,,,,,,,,,,,,"futuresTransaction.estimateProfitLoss,orderModify.estimateProfitLoss"
查看持倉,,,,,,,,,,,,,,,,,futuresTransaction.createOrderResultPopup.checkPosition
查看掛單,,,,,,,,,,,,,,,,,futuresTransaction.createOrderResultPopup.checkAccountOrder
繼續交易,,,,,,,,,,,,,,,,,futuresTransaction.createOrderResultPopup.continueTrading
暫無資料,,,,,,,,,,,,,,,,,"qa.emptyTip,agentTransactionSettingList.emptyTip,agentReferralCodeList.emptyTip,agentProfitSharing.emptyTip,agentProfitSharingSearch.emptyTip,agentReferralCodeSearch.emptyTip,editAgentReferralCode.emptyTip,agentUserProfitSharingFormList.emptyTip,agentProfitList.emptyTip,agentReferralCode.emptyTip"
無法找到想要的解答？,,,,,,,,,,,,,,,,,qa.noFindQaTip1
請聯絡我們,,,,,,,,,,,,,,,,,qa.noFindQaTip2
請先登入,,,,,,,,,,,,,,,,,"common.loginFirst,requestError.noAuth"
聯匯,,,,,,,,,,,,,,,,,common.appName
模擬交易下無法使用此功能,,,,,,,,,,,,,,,,,common.notInSimulated
確認,,,,,,,,,,,,,,,,,"common.confirm,receiveAwardPopup.confirmButton,listScrollSheet.confirmButton"
功能關閉中,,,,,,,,,,,,,,,,,common.futureClosed
USD,,,,,,,,,,,,,,,,,common.priceUnit
手,,,,,,,,,,,,,,,,,common.lotsUnit
X,,,,,,,,,,,,,,,,,common.leverUnit
登出,,,,,,,,,,,,,,,,,common.logout
登入,,,,,,,,,,,,,,,,,common.login
止損,,,,,,,,,,,,,,,,,common.stopLoss
止盈,,,,,,,,,,,,,,,,,common.stopProfit
追蹤止損,,,,,,,,,,,,,,,,,"common.trailingStop,positionModify.trailingStopTitle"
點差,,,,,,,,,,,,,,,,,"agentTransactionSettingList.spreadTitle,agentConditionFuturesList.spreadTitle"
品項,,,,,,,,,,,,,,,,,"agentConditionFuturesList.ItemsTitle,addAgentReferralCodePopup.itemsTitle"
代理條件-交易點差及手續費範圍列表,,,,,,,,,,,,,,,,,agentConditionFuturesList.nameDescription
交易品項,,,,,,,,,,,,,,,,,agentFundingDetails.filterPopup.tradingProductTitle
請選擇交易品項,,,,,,,,,,,,,,,,,agentFundingDetails.filterPopup.tradingProductButtonHint
請選擇交易方向,,,,,,,,,,,,,,,,,agentFundingDetails.filterPopup.tradingDirectionButtonHint
請選擇槓桿設定,,,,,,,,,,,,,,,,,agentFundingDetails.filterPopup.leverageSettingButtonHint
持倉篩選器,,,,,,,,,,,,,,,,,agentFundingDetails.filterPopup.positionPopupTitle
開倉篩選器,,,,,,,,,,,,,,,,,agentFundingDetails.filterPopup.openingPopupTitle
平倉篩選器,,,,,,,,,,,,,,,,,agentFundingDetails.filterPopup.closingPopupTitle
目前持倉,,,,,,,,,,,,,,,,,agentFundingDetails.currentPositionButton
當前價,,,,,,,,,,,,,,,,,orders.lastPriceTitle
撤銷,,,,,,,,,,,,,,,,,"orders.cancelButton,orderDetail.cancelButton"
確定撤單?,,,,,,,,,,,,,,,,,orders.cancelConfirm
掛單價,,,,,,,,,,,,,,,,,orders.orderPrice
刪除推薦碼,,,,,,,,,,,,,,,,,agentReferralCodeList.descriptionPopup.deleteTitle
"刪除該推薦碼，將會導致已經發出去的連結可能會失效。
已使用該推薦碼註冊的用戶則不會受到影響。

確定要刪除推薦碼嗎？",,,,,,,,,,,,,,,,,agentReferralCodeList.descriptionPopup.contentText
註冊,,,,,,,,,,,,,,,,,"agentReferralCodeList.registerTitle,signUp.registerButton,signUpNavigation.registerButton"
開戶,,,,,,,,,,,,,,,,,agentReferralCodeList.openAccountTitle
已複製推薦碼連結,,,,,,,,,,,,,,,,,agentReferralCodeList.recommendedCodeLinkToast
交易日期,,,,,,,,,,,,,,,,,orderDetail.createDate
取消掛單成功,,,,,,,,,,,,,,,,,orderDetail.cancelOrderSuccess
"委託異動, 請重新進入",,,,,,,,,,,,,,,,,orderDetail.orderChanged
更多,,,,,,,,,,,,,,,,,"futuresChart.more,agentOverview.more"
BOLL,,,,,,,,,,,,,,,,,"futuresChart.indicatorBoll,chartBollSetting.appBarTitle,chartSetting.indicatorBoll"
KDJ,,,,,,,,,,,,,,,,,"futuresChart.indicatorKdj,chartKdjSetting.appBarTitle,chartSetting.indicatorKdj"
MACD,,,,,,,,,,,,,,,,,"futuresChart.indicatorMacd,chartMacdSetting.appBarTitle,chartSetting.indicatorMacd"
MA,,,,,,,,,,,,,,,,,"futuresChart.indicatorMa,chartMaSetting.appBarTitle,chartMaSetting.indexMa,chartSetting.indicatorMa"
RSI,,,,,,,,,,,,,,,,,"futuresChart.indicatorRsi,chartRsiSetting.appBarTitle,chartRsiSetting.indexRsi,chartSetting.indicatorRsi"
WR,,,,,,,,,,,,,,,,,"futuresChart.indicatorWr,chartWrSetting.appBarTitle,chartWrSetting.indexWr,chartSetting.indicatorWr"
收盤,,,,,,,,,,,,,,,,,futuresChart.closePrice
漲跌值,,,,,,,,,,,,,,,,,futuresChart.changeValue
漲跌幅,,,,,,,,,,,,,,,,,futuresChart.changeRate
加載失敗,,,,,,,,,,,,,,,,,futuresChart.loadFailTitle
無法獲取到資料,,,,,,,,,,,,,,,,,futuresChart.loadFailContent
1分,,,,,,,,,,,,,,,,,futuresChart.chartMinute1
5分,,,,,,,,,,,,,,,,,futuresChart.chartMinute5
15分,,,,,,,,,,,,,,,,,futuresChart.chartMinute15
30分,,,,,,,,,,,,,,,,,futuresChart.chartMinute30
周線,,,,,,,,,,,,,,,,,futuresChart.chartWeek1
月線,,,,,,,,,,,,,,,,,futuresChart.chartMonth1
日線,,,,,,,,,,,,,,,,,futuresChart.chartDay
分潤細節篩選器,,,,,,,,,,,,,,,,,agentProfitSharing.filterPopup.title
分潤,,,,,,,,,,,,,,,,,agentProfitSharing.filterPopup.profitTitle
用戶,,,,,,,,,,,,,,,,,"agentProfitSharing.filterPopup.userTitle,agentUserProfitSharingFormList.headerUser"
請選擇用戶,,,,,,,,,,,,,,,,,agentProfitSharing.filterPopup.selectUserButtonHint
請選擇商品,,,,,,,,,,,,,,,,,"agentProfitSharing.filterPopup.selectItemsButtonHint,agentTransactionSetting.filterItemsButtonHint"
優惠,,,,,,,,,,,,,,,,,"agentProfitSharing.discountTitle,agentUserProfitSharingForm.filterPopup.discountTitle,agentUserProfitSharingFormList.headerDiscount,agentOverview.discountTitle,agentProfitList.typesDiscount,agentCondition.discountTitle"
工資,,,,,,,,,,,,,,,,,"agentProfitSharing.salaryTitle,agentOverview.salaryTitle,agentProfitList.typesSalary"
註冊時間,,,,,,,,,,,,,,,,,"agentProfitSharing.registrationTimeButton,agentUser.filterPopup.registrationTime,agentUser.registrationTimeButton"
輸入分潤細節搜尋條件,,,,,,,,,,,,,,,,,agentProfitSharingSearch.enterDetailSearchHint
請輸入搜尋條件,,,,,,,,,,,,,,,,,"agentProfitSharingSearch.pleaseEnterSearchHint,agentUserSearch.pleaseEnterSearchHint,agentReferralCodeSearch.pleaseEnterSearchHint,agentTransactionSettingSearch.pleaseEnterSearchHint,agentFundingDetailsSearch.pleaseEnterSearchHint"
下級用戶清單篩選,,,,,,,,,,,,,,,,,agentUser.filterPopup.title
請選擇推薦碼,,,,,,,,,,,,,,,,,agentUser.filterPopup.selectRecommendedCode
下級用戶清單,,,,,,,,,,,,,,,,,agentUser.appBarTitle
暫無用戶資料,,,,,,,,,,,,,,,,,"agentUser.emptyTip,agentUserSearch.emptyTip,agentUserProfitSharingForm.emptyTip"
輸入下級用戶清單搜尋條件,,,,,,,,,,,,,,,,,agentUserSearch.enterDetailSearchHint
搜尋結果,,,,,,,,,,,,,,,,,agentUserSearch.searchResultsTitle
輸入推薦碼搜尋條件,,,,,,,,,,,,,,,,,agentReferralCodeSearch.enterDetailSearchHint
請選擇動作,,,,,,,,,,,,,,,,,agentReferralCodeFunctionPopup.actionsTitle
查看清單,,,,,,,,,,,,,,,,,agentReferralCodeFunctionPopup.actionsViewListButton
編輯,,,,,,,,,,,,,,,,,agentReferralCodeFunctionPopup.editButton
請輸入戶名,,,,,,,,,,,,,,,,,editAgentReferralCode.enterNameHint
編輯推薦碼,,,,,,,,,,,,,,,,,editAgentReferralCode.editReferralCodeTitle
新增成功,,,,,,,,,,,,,,,,,editAgentReferralCode.addSuccess
名稱,,,,,,,,,,,,,,,,,editAgentReferralCode.nameTitle
備註,,,,,,,,,,,,,,,,,editAgentReferralCode.remarkTitle
請輸入備註,,,,,,,,,,,,,,,,,editAgentReferralCode.enterNoteHint
儲存,,,,,,,,,,,,,,,,,"addAgentReferralCodePopup.confirmButton,chartBollSetting.modifyButton,chartKdjSetting.modifyButton,chartMacdSetting.modifyButton,chartMaSetting.modifyButton,chartRsiSetting.modifyButton,chartWrSetting.modifyButton"
尚有資料未填寫,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.emptyTip
編輯點差及手續費,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.editReferralCodeTitle
新增點差及手續費,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.addReferralCodeTitle
類別,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.categoryTitle
請選擇類別,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.categoryButtonHint
請選擇品項,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.itemsButtonHint
代號,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.codeNumberTitle
請輸入代號,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.codeButtonHint
調整點差,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.adjustmentSpreadTitle
調整手續費,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.adjustmentFeeTitle
超出手續費範圍,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.beyondFeeRangeTip
超出點差範圍,,,,,,,,,,,,,,,,,addAgentReferralCodePopup.overnightRangeTip
輸入交易設定搜尋條件,,,,,,,,,,,,,,,,,agentTransactionSettingSearch.enterDetailSearchHint
總分潤,,,,,,,,,,,,,,,,,"agentUserProfitSharingForm.filterPopup.totalGruntTitle,agentUserProfitSharingFormList.headerTotalGrunt,agentOverview.totalGruntTitle"
用戶分潤篩選器,,,,,,,,,,,,,,,,,agentUserProfitSharingForm.filterPopup.popupTitle
用戶分潤報表,,,,,,,,,,,,,,,,,"agentUserProfitSharingForm.appBarTitle,agentOverview.userPointsTitle"
輸入搜尋條件,,,,,,,,,,,,,,,,,agentFundingDetailsSearch.enterDetailSearchHint
未領取分潤,,,,,,,,,,,,,,,,,agentOverview.unableReceiveGumTitle
取出分潤,,,,,,,,,,,,,,,,,agentOverview.takeProfitButton
分潤概況,,,,,,,,,,,,,,,,,agentOverview.summaryOverviewTitle
代理條件頁,,,,,,,,,,,,,,,,,agentCondition.nameDescription
入金返利,,,,,,,,,,,,,,,,,agentCondition.rebateTitle
交易手數返利,,,,,,,,,,,,,,,,,agentCondition.transactionHandTitle
最低工資,,,,,,,,,,,,,,,,,agentCondition.minimumWageTitle
最低工資獲得條件,,,,,,,,,,,,,,,,,agentCondition.minimumWageConditionsTitle
交易點差及手續費範圍,,,,,,,,,,,,,,,,,agentCondition.tradingSpreadsHandlingTitle
請選擇品種,,,,,,,,,,,,,,,,,agentTransactionSetting.filterVarietyButtonHint
當前非交易時段,,,,,,,,,,,,,,,,,"positionModify.errorNotTradingTime,requestError.notTradingTime"
該品項暫時無法交易,,,,,,,,,,,,,,,,,"positionModify.errorFuturesNotTradingTime,requestError.quotaUpdateOutTime"
您確定要放棄修改嗎？,,,,,,,,,,,,,,,,,"positionModify.cancelModify,chartBollSetting.cancelModify,chartKdjSetting.cancelModify,chartMacdSetting.cancelModify,chartMaSetting.cancelModify,chartRsiSetting.cancelModify,chartWrSetting.cancelModify,orderModify.cancelModify"
設置止損價格,,,,,,,,,,,,,,,,,"positionModify.stopLossSubtitle,orderModify.stopLossSubtitle"
設置止盈價格,,,,,,,,,,,,,,,,,"positionModify.stopProfitSubtitle,orderModify.stopProfitSubtitle"
修改持倉單,,,,,,,,,,,,,,,,,positionModify.appBarTitle
部份單號平倉失敗!,,,,,,,,,,,,,,,,,positionModify.closeMultiPositionPartialFailTitle
查無此單號,,,,,,,,,,,,,,,,,positionModify.errorClosePositionFindNoSerial
未知錯誤({code}),,,,,,,,,,,,,,,,,positionModify.errorGeneralCode
調整保證金,,,,,,,,,,,,,,,,,"positionModify.adjustMargin,adjustmentMarginDescriptionPopup.title"
調整後預估強平價,,,,,,,,,,,,,,,,,positionModify.adjustedLiquidationPrice
追加,,,,,,,,,,,,,,,,,positionModify.append
最多可追加,,,,,,,,,,,,,,,,,positionModify.mostAppend
